sig_id	DER001.A549.96H.TRCN0000001401..666	DER001.A549.96H.TRCN0000196310..666	DER001.A549.96H.TRCN0000297346..666	DER001.A549.96H.TRCN0000195283..666	DER001.A549.96H.TRCN0000350250..666	DER001.A549.96H.TRCN0000005421..666	DER001.A549.96H.TRCN0000195274..666	KDD004.A549.96H.TRCN0000006180..666	DER001.A549.96H.TRCN0000230575..666
pert_id	TRCN0000001401	TRCN0000196310	TRCN0000297346	TRCN0000195283	TRCN0000350250	TRCN0000005421	TRCN0000195274	TRCN0000006180	TRCN0000230575
pert_iname	EIF2AK3	PTK2	MELK	PIK3C2A	PTP4A1	RIOK3	GNE	PGK1	ALDH9A1
pert_type	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh
cell_id	A549	A549	A549	A549	A549	A549	A549	A549	A549
pert_dose	1	1	1	1	1	1	1	1	1
pert_dose_unit	µL	µL	µL	µL	µL	µL	µL	µL	µL
pert_idose	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL
pert_time	96	96	96	96	96	96	96	96	96
pert_time_unit	h	h	h	h	h	h	h	h	h
pert_itime	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h
distil_id	DER001_A549_96H_X1_B7_DUO52HI53LO:G19|DER001_A549_96H_X2_B7_DUO52HI53LO:G19|DER001_A549_96H_X3_B7_DUO52HI53LO:G19	DER001_A549_96H_X1_B7_DUO52HI53LO:L21|DER001_A549_96H_X2_B7_DUO52HI53LO:L21|DER001_A549_96H_X3_B7_DUO52HI53LO:L21	DER001_A549_96H_X1_B7_DUO52HI53LO:A18|DER001_A549_96H_X2_B7_DUO52HI53LO:A18|DER001_A549_96H_X3_B7_DUO52HI53LO:A18	DER001_A549_96H_X1_B7_DUO52HI53LO:D22|DER001_A549_96H_X2_B7_DUO52HI53LO:D22|DER001_A549_96H_X3_B7_DUO52HI53LO:D22	DER001_A549_96H_X1_B7_DUO52HI53LO:A06|DER001_A549_96H_X2_B7_DUO52HI53LO:A06|DER001_A549_96H_X3_B7_DUO52HI53LO:A06	DER001_A549_96H_X1_B7_DUO52HI53LO:J11|DER001_A549_96H_X2_B7_DUO52HI53LO:J11|DER001_A549_96H_X3_B7_DUO52HI53LO:J11	DER001_A549_96H_X1_B7_DUO52HI53LO:C05|DER001_A549_96H_X2_B7_DUO52HI53LO:C05|DER001_A549_96H_X3_B7_DUO52HI53LO:C05	KDD004_A549_96H_X1_B5_DUO52HI53LO:D01|KDD004_A549_96H_X2_F1B5_DUO52HI53LO:D01|KDD004_A549_96H_X3_B5_DUO52HI53LO:D01	DER001_A549_96H_X1_B7_DUO52HI53LO:B14|DER001_A549_96H_X2_B7_DUO52HI53LO:B14|DER001_A549_96H_X3_B7_DUO52HI53LO:B14
region	CDS	CDS	CDS	CDS	3UTR	CDS	3UTR	CDS	CDS
NCBI_geneId	9451	5747	9833	5286	7803	8780	10020	5230	223
5058	0.2121412	-0.1729471	3.229134	3.714419	0.2747217	0.1794625	-0.7779021	-0.3306118	-0.02895604
998	0.8259666	-0.655731	-1.7354	-0.1524766	-1.001086	0.2512834	-0.24752	0.2542394	0.06193431
9134	1.282583	-0.6517161	0.2479647	0.2895344	1.41509	0.8675073	1.678558	-0.9368517	1.75748
6616	-0.8701804	2.448918	0.8389461	0.7355062	1.626096	-1.716408	0.2210852	0.2866999	0.1083389
5223	-5.543182	-0.1893701	-0.4177947	-7.246303	-3.439688	-1.123226	-6.085557	0.3251486	-6.835236
4690	0.5169123	-0.4486623	-1.029505	-0.7436346	0.1485215	-0.3699414	0.1430756	0.7261209	-0.5584775
958	0.9160276	-0.4011178	0.1865845	0.0136172	-0.2803753	0.4755519	0.05704093	-0.3963709	0.03159077
1616	0.3377745	-0.2896136	0.2892582	0.76069	0.4047644	0.475839	-0.3540135	0.9046805	-0.7553462
991	-0.8857756	0.1446389	-2.140339	-0.9348214	-1.665359	-1.483873	-1.682067	-0.1773507	-0.6026232
6347	-0.4922878	0.2657559	0.1022501	-1.38938	-0.3681439	-1.081788	0.7423041	0.2663094	-0.003069193
6714	-0.7885198	0.2084561	0.8965873	0.8684233	-0.1998921	-1.036094	0.2682194	-0.1102718	-0.4097346
652	0.01676808	-0.3165881	0.3605638	-0.62834	1.264583	0.9822748	0.8724551	-0.9111409	0.4316379
4331	2.053622	-0.5396718	-0.3756682	-0.4619754	-0.5697107	-0.5110011	-0.8682014	0.6533535	1.189458
7099	-0.583796	1.00135	-0.03489407	0.7793114	0.9607991	-1.339487	0.4006051	-0.6673726	-0.1250881
10320	0.2680231	3.044599	2.006289	1.829253	2.415862	-0.7771693	0.9180402	-0.3140174	0.1757255
2042	0.7659127	-0.1747293	0.7705615	0.9910739	0.4994687	0.640288	0.4144345	-0.7211825	0.5719892
843	1.085967	-0.3050888	1.567826	1.162983	0.9942285	0.6520151	1.328182	-0.4592738	0.7394842
840	-0.2831324	0.7507489	-0.1452647	-0.152215	-1.89115	-0.7317296	0.3029151	-0.5036473	0.2874672
7048	0.1102528	-0.01445468	-0.9066663	-0.6342515	0.5845903	-0.03382663	0.5039304	1.396714	0.6505446
4851	0.3472887	0.01854707	1.057661	-0.302744	2.124909	0.3896804	0.3804033	1.200294	2.237248
6464	0.08208491	0.4252272	0.9263639	-0.3833807	-0.02593702	0.9335364	-0.6830477	-0.3591164	0.03880914
23410	-0.8114164	-0.2504526	2.396881	0.211469	2.972357	-0.3804989	0.05246088	-1.180781	0.5170889
54205	0.09883285	-0.7381891	-1.366711	-3.900202	-3.382394	1.056957	-1.339712	-0.9411981	-0.7417221
2770	0.8318463	0.6586864	0.112229	3.370351	0.4405344	0.443523	-0.1648367	-0.9519923	-0.6962049
80204	0.6647799	0.1040124	-0.2988811	1.074794	0.7066431	-1.471012	-0.3898502	-0.307385	-0.7065791
4208	0.08783889	0.07776907	0.7830352	-0.06556582	5.732175	0.4500133	1.210145	-0.8874682	0.3948715
1845	-0.6864603	0.5257949	-1.620876	1.17143	-0.1595614	-0.1762594	-0.0178874	2.374791	0.4839388
23368	-0.1276186	-0.2057328	0.4625202	0.2194774	0.2071044	0.3759712	-0.02612157	-1.383147	1.036762
5583	-0.1055347	0.4951263	-0.8110164	0.2120098	1.649819	0.5842001	1.297019	-0.8954812	0.5017971
8900	0.112745	-0.4260287	-0.074036	0.8479917	0.4733315	-0.7324718	0.7039995	-1.232925	-0.05410385
581	0.32347	0.100723	1.143089	1.032593	0.4626227	1.347221	-0.9809164	-3.61889	0.6362317
6193	-0.306522	-0.1229413	-0.7022212	0.4283004	2.335994	-0.5788054	0.1228795	-1.400486	0.9627325
6622	0.5430553	-0.4808764	0.9756743	1.623294	0.4461565	0.4485759	1.599698	-0.7096328	0.09775916
11261	0.4918788	-0.1563291	0.6115057	0.7182665	-1.62077	0.459627	1.207508	0.3751238	0.1402512
6696	-0.5856336	1.160213	-0.5507916	1.451565	0.1243138	-0.1670753	1.68262	-0.6936417	0.1523053
8312	-0.4528787	-0.3861475	-0.5087523	-1.193919	0.8079587	0.4556471	-0.1189513	-0.6540992	-0.3317934
835	-0.5616305	0.3239613	0.2289641	0.1007662	-0.9954126	-0.4283701	-0.5844488	1.694366	-1.276831
8324	-2.06631	-0.2696221	-0.9819776	-1.490116	0.5697281	1.018679	1.249961	1.447911	-1.65639
1848	-1.411873	1.089145	0.2358165	0.5556204	-0.5936942	0.7552192	1.489976	-1.211745	0.2727447
154	-0.6007664	-0.1610004	0.5661473	1.488659	1.506862	-0.3195728	1.639077	-0.452756	0.9024314
4312	0.1214613	-0.5299422	0.7767698	0.3755108	2.316951	0.1849393	1.860976	-0.3617202	0.643723
994	-0.06997591	-0.8456132	-1.853674	-2.056675	-1.456405	-2.385193	1.01071	1.16373	0.05150685
2048	-1.225144	1.190172	0.8401828	0.3669816	-0.2853069	-1.159025	-0.384584	0.4744465	2.757522
1111	0.021247	1.543348	2.564674	1.145453	1.501137	0.247044	0.3617454	-1.404411	0.3790728
5154	0.8449079	0.4873599	0.6347498	-1.570084	-1.176725	-1.872516	-0.8263796	0.3977658	1.000453
2920	0.32412	-1.091395	0.4178388	-0.0953632	-0.3035185	-0.1428673	0.5557283	-0.1668236	-0.1629211
3122	0.3327484	-0.7037816	0.4486111	-0.07074042	1.121855	-0.028211	1.024876	-0.507032	0.2662379
2769	0.5151517	-0.6334081	0.6380767	-0.4724488	0.9438108	0.616128	1.27302	-1.004628	0.7014092
5900	-0.5439375	-0.01410013	2.990553	1.793302	0.4897376	0.904032	-0.480973	0.06145331	0.519542
6304	1.067871	-0.6019261	0.5100087	1.942977	1.549965	2.725007	-0.14311	-0.6686319	2.84361
5211	-0.165274	0.01625068	1.194551	2.447642	0.3259953	0.6377856	1.131573	-1.768257	-0.2325901
2886	0.1325546	-0.9973537	1.129523	-0.7766993	-0.1233139	0.6989744	0.5743405	0.3181868	-0.7585046
9261	-0.6102405	-0.4068879	0.5471824	1.619247	0.667414	-0.1552665	1.092756	1.018062	-0.7945514
8569	-0.4978195	-0.06908634	1.494448	1.859174	1.615269	-0.08470859	0.8193662	-3.883046	1.452377
3303	-0.005941514	-0.4726614	-1.264656	-1.907587	-3.114681	1.099149	0.7065353	0.4622861	-1.956089
5331	0.2216628	-0.6703275	2.509687	-0.02550828	0.715436	-0.6629906	0.8543975	-0.1263506	-0.6956506
5347	-0.9945478	0.1961884	-1.582517	-1.404346	-1.609053	-0.7839645	-1.271063	-0.8133456	-0.6869554
4638	1.406279	0.8471854	2.037817	0.81367	0.3165361	0.1180181	0.3841237	1.266727	0.01670723
2264	-0.944499	0.1863729	0.2524915	-0.4878521	0.7477697	0.4760246	-1.767048	-0.5045174	0.1047128
1029	-0.8286414	-0.03457183	1.828234	3.473277	2.415523	-0.2461599	1.149449	-0.9558055	0.828873
1027	0.3036305	-1.116959	-0.2619147	-1.19924	0.06212053	0.1750316	0.5327874	-0.3351148	-0.6118299
2597	0.3544075	0.4333338	-0.6769562	3.255831	2.527058	0.008276358	0.3704367	-0.0007294215	-0.6560357
55847	0.1374366	1.05131	-0.3778822	-0.2234833	0.7621371	2.339062	0.188335	-2.664682	0.3388189
25803	-0.4191393	-0.2190666	0.3411094	0.5101517	1.494547	-0.3555854	0.5968133	-1.463258	1.32286
3480	-0.3077463	0.7239118	-0.2802352	-0.5601397	-0.6129333	0.3359154	0.5403714	0.4127987	-0.302303
2946	0.1516055	-0.559432	-0.2297484	-1.796896	-0.3748378	-0.02470577	0.3947873	-0.9426013	0.4428883
9517	-0.2451254	0.2880982	-1.166836	-1.138122	-0.3763821	-0.5777261	-0.7028342	0.5968139	0.02230447
25987	0.4297874	0.9019338	1.164541	1.399009	1.124473	-0.4646471	-0.4912634	-0.7967785	0.5254945
23670	0.5846035	-1.347542	0.7124423	-0.5405383	0.3542936	-1.729569	-1.932927	0.1660513	0.3777508
11182	0.3576369	-0.4027649	0.4323775	-1.919239	-1.184835	-1.618276	-0.2193932	-0.5529366	1.169902
2146	-1.533789	0.5332174	-0.32279	-0.3824	-0.06556176	-0.03504201	-1.28574	0.4050143	-0.7460174
3385	-0.9254689	0.1341178	-0.9927562	-0.4499628	-0.8315811	-0.6885281	-1.273697	-1.477959	-1.502544
5261	-0.1701569	-0.01744726	0.1847144	-0.8143439	-0.1990444	0.5815141	1.124791	-0.6359417	2.007985
10765	-0.3304775	1.572963	1.193778	2.349031	2.29057	0.5638912	0.067864	-0.7716376	-0.1167926
25839	-0.8405075	-1.0044	-0.5775782	-0.9079212	-1.402409	-1.191026	-0.02071147	-1.271746	-1.272166
4172	-0.0781197	-1.318355	-0.2398849	-1.140299	0.6974336	0.06719451	-0.3940812	-1.749804	0.652119
23161	0.6293442	-0.6830751	0.5926055	-0.6255633	-0.0885538	0.6631425	0.6662064	0.1313	0.6498232
10298	-0.6578659	0.5249037	0.6917517	1.155295	-1.341552	-0.6589146	-0.437095	0.005969092	-0.5824974
1802	-0.1803918	0.2065794	-0.4905091	1.928429	0.9409823	-0.1228589	-0.7400675	0.0327758	-0.6121217
58533	-0.1056221	-0.5047124	-0.7280041	-4.104887	-1.6985	-0.9589928	0.4494058	0.5918791	0.4357327
147179	0.2853963	-0.9415858	1.499497	0.1059629	0.5074694	-0.7320854	0.3668661	0.2270594	-0.09794638
29937	-1.050432	0.1880241	-0.09668209	1.206569	0.977735	0.2361047	0.03967053	-2.522835	0.2256507
6184	0.525592	-0.4134291	-1.937935	0.7412449	-1.836792	0.06020546	-1.085259	0.5640967	-0.800629
9854	0.6502383	-0.8224865	0.6719908	3.042616	-0.6033885	-0.2538543	0.4075125	1.852199	-0.9031158
2553	-0.7863895	0.2781431	2.68175	2.862966	-1.27065	-0.9314058	0.8056176	-0.5674666	-1.115105
5440	1.244657	-0.4202645	-0.9519176	-2.433685	-1.082028	0.8850752	-0.7940337	0.05621064	0.2187092
54623	1.199733	-0.2164795	0.5027878	-1.043109	0.1729855	0.2416933	0.6904848	-1.000571	0.06456439
9533	1.012751	-0.5342784	0.2252457	0.0144792	-0.3149947	0.580824	0.3852497	-0.409926	0.9985946
8607	-0.4391448	0.735704	-0.9827819	-0.561726	-1.405583	0.005680561	-1.015489	-0.1499415	-0.4131237
207	-1.352436	0.621406	-0.2903068	-0.1329441	-0.2664435	-0.06631686	-0.04676384	1.007668	-0.7742984
26054	-0.2345588	0.0650629	1.332048	-0.7985141	0.9430042	0.5906498	-0.2007144	-0.4323041	0.2697795
10682	-0.03516436	-0.4133029	-2.330957	-2.381665	-2.532762	-0.2702075	-0.3510216	0.7945985	-2.232336
8573	0.6056018	-0.652988	0.1487008	1.829018	0.5861849	0.2852034	-0.7774636	2.580829	1.273263
23378	-0.4273429	-0.871891	0.7621964	0.7215961	-0.6986364	-0.7091078	-0.930437	-1.487817	-0.1321446
8553	-0.7953258	0.02527972	2.834623	1.768463	1.048735	-2.110276	-0.7276834	0.5588939	1.290925
622	1.26706	-0.03902965	1.652397	2.123371	1.665802	0.3376776	0.2714912	-0.6092741	0.09072998
9467	0.6371799	-1.330792	-0.2801606	-1.108664	0.2993847	0.9246622	0.819215	-1.334073	0.5814991
5525	0.3535672	-0.3106422	0.09116922	-0.1606949	1.207389	-4.06515	0.7168006	1.471059	-0.003369626
256364	-1.155051	0.7828138	1.497275	2.464565	0.737291	-0.476681	0.2130681	0.307979	-0.607268
332	-1.383054	-0.0622687	-1.121469	-0.9360867	-0.07986971	-0.9241446	-0.628215	0.318488	-0.2414102
2058	-0.940502	0.5962293	-0.1739902	0.4491123	-2.107082	-0.7186004	0.4394192	0.1434541	-1.111657
7849	-0.6547899	-0.2024453	0.5888609	3.705377	1.281874	0.5997629	0.1185488	-0.1172533	-1.068472
23244	-0.6390119	0.6940403	-0.08915676	-0.1316044	-0.830906	-0.2993001	0.1818349	1.459332	-0.05177658
7494	0.7122005	0.263317	-0.8628655	0.159681	0.7202963	-0.6349611	-0.5296792	1.471448	-1.369895
4836	0.3751317	-1.122677	1.595079	-0.5227423	0.5141082	0.02189633	-1.652223	-0.2609648	1.031605
23647	1.11165	-0.06838606	1.752156	1.076452	-0.6595314	-1.423629	0.8597047	0.7932076	-0.7031676
10617	-1.476765	-0.2121741	-1.127763	-0.7636193	-1.184182	0.7499849	-1.58805	0.5850854	-1.436574
2184	-1.019933	0.7118561	-0.2066087	-0.9914821	0.4655778	0.5862818	1.188744	-0.7453871	0.2551561
5355	-0.07208687	-0.1900636	0.1696606	-0.495919	-0.6970757	-1.51279	0.0729481	0.8574391	0.8483323
6659	-0.2036403	-0.1127137	2.497669	-1.016224	0.2318411	1.320853	0.1688075	0.4170572	0.7099985
7016	0.7054465	-0.01276211	1.047331	0.204765	0.6450987	0.4330691	0.2509835	-1.225317	0.4711121
90861	-2.599575	-0.1941433	-3.052088	-0.9841947	-1.032389	-0.9755298	-2.756678	-0.1057743	-0.3342029
10670	1.421281	0.7510144	0.08682756	1.965921	-0.4944419	-0.4675593	1.620448	0.8206245	0.1116777
79071	0.4072297	0.4373493	-2.520366	-0.03252665	-0.9950643	0.8565005	1.041784	-1.367877	-0.7388815
64746	0.4071153	0.4642841	0.1267591	0.3216522	-1.684189	0.3729069	0.6269363	1.158623	-0.8980443
5366	0.3423562	0.730859	1.397695	0.8414142	-0.2218061	-0.8743485	0.5152618	-0.9514195	1.216214
11344	0.3031867	0.6259621	1.632565	-0.01966989	-1.11465	0.4115545	-0.2665319	0.5418652	-0.1516084
10013	-0.6057179	1.723803	0.5036743	-0.7473328	-0.9685613	-0.2959165	2.705804	1.261189	-0.3203006
5829	-1.009802	0.4781627	1.30641	0.1793301	-0.8235086	0.05295928	-0.3630949	0.5809962	0.5497378
5257	-1.94029	1.132133	-0.8447142	-0.2377538	1.04483	-0.758041	-0.2599924	0.3723285	-0.004689336
22794	-0.06869915	0.4896006	0.9573772	0.8933634	-0.07049957	-0.1191502	0.09303632	1.480589	0.1310235
9761	-1.366586	0.8395766	1.506821	0.1143538	0.3061911	0.7375838	-0.1986823	0.27153	0.5028113
23326	-0.3147947	-0.9839088	-1.385503	-2.50768	-1.942834	0.7040108	-0.3391804	0.9806516	-1.025544
10972	-0.2621877	0.6081678	-1.716041	0.6409644	-0.3278921	-0.3616068	-0.7081376	0.9886591	-0.09548309
10523	-0.3516468	-0.5782493	0.3560082	0.5848513	-0.6483328	0.1875128	0.7639061	1.641771	-0.6617965
79090	0.07759246	-0.4020712	1.688531	-0.3526341	1.358851	1.367517	1.063237	-0.2056821	0.1519071
27032	0.1119749	1.552055	-0.4445108	-2.438394	0.5589746	-0.335815	1.040932	0.2170827	0.7780312
9097	-0.3974819	0.3351926	0.5222924	-0.9629867	1.737379	0.6318835	0.05353131	-0.4023427	0.995804
10513	-0.188717	0.3132249	0.1881529	-0.3706307	1.279789	1.978728	-0.2474949	0.3780425	0.7732124
1891	-0.5510886	0.4096335	0.1035813	0.7511687	0.07739136	0.3316897	-0.3166316	0.5339723	-1.739691
3066	-0.09162506	0.2218495	-0.57394	-1.529584	-0.5627087	-0.3983063	-0.1890242	-2.198823	-0.6037702
9801	0.3371813	-0.8427709	-1.650504	-2.334214	-0.8287658	0.2860391	0.2057892	-1.757433	-0.8853624
1459	0.9593273	-0.7460024	0.1445	-0.1971125	0.5031564	0.2133844	0.09604949	0.7903489	1.615731
9703	0.6531695	1.549565	-1.191397	1.003403	-0.9926665	0.8003064	-0.3081196	0.775621	-0.7271073
10606	-0.9717174	0.05330361	-1.443112	-1.157537	0.1696129	-0.1200919	-0.4034874	-0.7724255	0.0877619
1017	0.6266911	-0.2413061	0.1104721	-0.6200076	0.1444887	0.5164787	0.4035861	1.540277	1.429721
9813	-0.04447781	-1.542054	0.9160287	-1.698881	-0.2089826	-0.6520547	-1.09613	0.8993527	1.060114
7485	-0.2078267	0.3145725	-0.8147391	-0.371809	0.1535462	0.959057	0.7447742	1.088552	-1.011613
2109	-2.131176	-0.4666747	-0.5889615	1.458189	-0.1740682	0.3000722	1.842721	-1.686899	-2.688525
23271	0.2143286	-0.3320975	0.6637754	-1.022232	0.8704243	0.1987428	0.2883346	-0.403113	-1.232671
9915	0.5085766	-0.6299849	0.2569401	-0.149097	-0.3362966	0.6270493	0.6952264	0.06257568	0.1040151
9552	1.2508	-0.3683256	-2.348361	0.01756811	0.1116538	0.7778054	-0.2985208	-0.396304	0.1133634
93487	0.2134189	-0.1478325	-0.2408952	-0.3452134	-1.395211	0.9624357	-0.4723431	1.821085	-0.9645842
2956	0.02222082	-0.04397728	-1.913955	-0.9657786	-1.20513	0.1861833	-1.175698	1.198684	-0.5586752
11065	-1.041374	0.3182065	-1.472895	-1.151515	-1.062124	-0.8059856	-1.383589	0.4174628	-0.5787659
9653	0.8038743	0.7624	0.5480077	-0.6060565	-0.2099758	0.1923488	0.2715151	0.6276125	0.8885556
200081	0.4542051	0.5920257	0.3522312	-0.1269806	-1.954308	-0.401831	-0.5419282	1.764929	0.07053642
3337	-1.651348	-0.3749212	-1.453081	-1.495898	-1.620195	0.4996776	0.6085843	-0.4517427	-1.056143
11073	0.212216	0.1534901	1.18196	-0.7358351	2.014037	-0.3091094	-0.1202826	-0.6751056	0.5908282
23	0.6742295	0.05582373	1.816016	1.72415	1.104568	0.6861287	0.1117144	1.302101	0.4307969
5641	-0.4471261	1.529517	-0.5146993	-1.144863	-0.3881786	-1.030382	-0.4997897	0.6909555	-0.1962361
8720	-0.0577804	-0.3631508	0.5375755	1.02001	0.997521	0.4425267	1.45229	-0.1248396	0.6741312
10782	-0.8622989	-0.7196223	0.4178297	1.444622	-0.3095976	-0.9420145	-1.171229	0.4979738	-0.9721773
25932	-0.05016975	0.6426956	-0.4560539	-2.774145	-0.531874	-0.4803971	-2.272195	1.209123	-0.331664
3028	0.3187308	0.8598676	-0.06434532	1.15322	-0.827715	0.0566708	-0.6584567	0.00718917	-0.3672317
6804	-1.889024	0.754053	1.078094	0.6390666	0.215258	-0.7848193	0.1482292	-0.889824	0.00067278
890	-0.7951148	0.1023363	-1.22214	-1.232831	-1.403039	-1.059544	-1.270927	0.2854189	-0.2434221
6390	-0.679107	-0.1414291	-2.724841	-0.7749119	-1.271232	0.05588099	-1.303236	0.1073208	-1.110875
4303	1.536096	-0.1790767	1.001195	1.65884	1.456251	0.02235463	2.318293	-0.4387673	-0.7567256
10953	-2.423974	-1.537462	0.05030691	-0.6118733	-1.423074	1.081843	0.9758726	0.1159509	-0.957987
22889	0.6867206	-0.6763531	0.6757274	-0.2224055	-0.4455542	-0.778315	-0.5680676	-0.12075	0.7788852
3098	-2.339894	-0.1796543	0.2493865	-0.1221523	0.8176203	0.2089851	0.416164	0.8178836	-0.672333
11044	0.1061255	-0.4358924	0.5408899	0.2437052	1.49285	0.3676878	0.8618116	-4.161069	0.9583353
8985	0.1902319	0.4842362	0.2076454	2.037127	0.5043827	-0.9301482	0.5280123	-0.5931834	0.6960052
66008	0.3920135	2.358476	0.0745973	0.09983143	-0.1071061	-0.3442524	-2.131002	-0.2039744	0.7942806
9217	-0.0203966	-0.3630254	-0.2588907	0.3929539	-1.350454	-0.3147365	-0.7166416	1.194915	-0.3508156
701	0.4983681	-0.2835818	0.4558926	-0.4748809	0.8953735	0.6830623	0.5036558	-0.1014862	0.8145156
6182	0.1398435	-0.7493804	-3.923533	0.5585873	-1.34349	-0.6698794	-0.4189208	-0.4319643	-0.9318889
4860	-0.6152772	0.8294318	-1.431395	-1.068851	-1.527975	0.5387044	-0.9054458	0.6284939	-0.281067
7398	-0.3593607	-0.5444018	-1.196347	-0.2627814	-0.7978471	1.148858	0.7852234	-0.3950098	-0.8116589
6117	-0.6796783	-2.163186	-2.558588	-2.483615	-1.068284	0.2936283	-0.480382	1.20938	-1.643854
23588	-0.3215856	-0.6638383	0.07977352	-0.5735254	-0.406624	-0.3474543	0.3086735	1.858961	-0.6433542
949	-0.291798	2.29928	-0.6022342	0.8650008	0.9365384	-1.909964	-2.006989	1.487051	-0.1240571
7168	-2.971329	0.90595	0.3594429	-2.32877	-0.1644585	-2.722581	-0.6770454	0.4779779	0.5836356
9375	1.741795	-0.1322387	-1.632384	-1.053374	-2.420558	0.3081228	-0.6739847	0.8440146	-1.42306
4927	-0.4566061	0.05757054	-0.637189	-1.833332	-0.5118026	-0.3615118	-0.426178	0.9847466	-0.09682226
2523	0.79058	-0.2481793	0.7613472	0.08668647	0.7337824	0.625826	0.9268556	-3.528357	1.1852
58497	-1.21797	0.3474447	0.9221047	4.062167	3.611212	-0.2589863	1.457125	-0.3577374	-0.1105523
6856	-0.8104525	-1.113821	0.05324356	-0.1617757	0.1435882	-3.199392	-2.095095	0.3493829	0.9312207
26036	1.135618	-0.723268	-0.6163748	-0.5753795	-0.1848886	-0.5619122	1.156148	0.7210269	-0.09025532
10206	1.359648	-0.3770321	1.260194	0.3123482	1.734287	-0.01668303	0.6419239	-0.08960088	0.8540086
25793	-0.5651889	0.2795677	0.4952771	1.031413	0.07130418	0.5524511	-1.393599	0.1340912	0.3522501
55556	-0.01947023	-0.5448341	-1.138845	1.537261	0.5574594	-1.072956	-0.9298532	0.4130512	0.1420222
3978	-0.3499775	-0.4308008	-0.2225943	-0.3228612	0.3137382	0.64722	-0.776996	1.228318	-0.3871519
10681	0.9245836	0.8926615	2.076509	0.8134269	0.03075264	1.085149	0.8479304	2.667216	0.4761885
3638	-0.6133746	0.4940491	-0.1153511	-1.658212	0.6706855	-0.1552779	-0.3607638	-0.8165361	0.3461915
8349	0.4789107	-0.607368	0.7247844	-0.1939576	0.5705588	0.8597516	0.6606366	0.1497334	0.5490245
6275	-0.451203	1.153361	-1.031093	-0.3231268	-0.7622559	-1.670133	-0.01702389	0.5550461	0.7373735
3895	-0.1107122	-0.5181875	-0.9366192	-1.432152	0.6114707	0.4316381	0.3946204	1.702028	0.8197427
392	-0.4440294	1.123025	1.598722	2.159274	0.135586	1.077183	-0.344791	-1.773133	0.1186808
9170	0.6008297	0.2940503	1.227304	0.7691664	1.097578	-0.3586125	-0.211504	-0.8468862	-0.1025507
80347	-0.2338769	-1.049413	-1.164955	0.07191933	-1.195706	0.01481284	1.141546	-0.0298855	-1.074658
23300	-2.001282	0.06418204	-1.153696	-0.2658496	-1.95099	0.8007244	0.5240641	0.4023406	-1.484012
836	0.0217126	0.09149459	1.137634	-1.595149	1.241163	-0.4712903	1.075555	-2.063152	0.7039462
11188	0.3442829	-0.3073713	1.310349	0.7354093	-0.80818	-0.3253958	-0.8815377	1.514685	-0.1056973
10898	0.2795893	-1.359715	1.991168	1.924598	1.996308	-0.3609947	0.5068213	-0.144689	1.275497
9276	1.165822	1.676604	1.498997	1.175924	-2.241593	0.09153775	-0.02004606	1.055029	0.1090049
1647	-0.1422564	0.2754117	1.0644	0.6445185	-0.5856051	0.313677	-0.919487	-0.3705737	0.7284765
10285	1.616554	-3.318247	-3.690052	-3.274187	-2.319796	0.7625	-0.22162	0.173727	-1.112999
23386	0.6566523	0.1229422	0.9596761	1.493714	0.08056416	0.3519284	0.6014676	0.3458019	-0.2742929
3156	0.3046513	-0.4229705	0.7857925	-0.2882524	-0.03123953	1.297066	0.05594908	0.3724601	1.315523
10237	0.15157	0.2712535	0.6611654	1.541243	-0.2022323	-0.3714164	-0.08482327	0.4451745	-0.2938676
7077	1.342229	0.6557429	1.312428	-0.8907218	0.6605568	-1.22162	0.7616675	-0.887808	1.055035
11157	0.7729731	-0.3226093	-1.372366	-0.4317854	-1.056381	0.1774906	-0.5381156	-0.1149882	-0.6709571
22908	0.8910646	0.08226748	0.1133559	-1.257314	1.292487	0.4695404	0.5999979	1.19064	-0.3413026
10915	-1.084119	0.0194885	-0.1799524	0.4563057	-1.307957	-0.6891559	-1.727798	0.8721592	-0.1712654
9897	-0.09186826	0.1856249	0.840521	-0.03593671	1.973497	0.5057106	0.9154216	-3.454465	1.245933
1759	-0.7986271	0.7698026	0.6178139	0.2170853	0.4199915	0.3998401	-0.8345394	1.508434	-0.6441156
54541	0.1618298	1.032731	0.002389736	0.09620361	0.07907142	0.3896473	0.787486	-1.613646	-0.2862152
211	-0.0296198	0.1929629	0.9195023	-0.2063991	1.544371	0.09065337	0.8250039	-2.772947	0.7445711
5048	-0.3539353	-0.03255793	1.363056	0.4530279	2.035983	0.5086278	0.856708	-0.1519773	0.6934534
84722	0.6668207	-0.8035849	0.1735994	-0.9479636	0.4023507	0.6378576	0.2038175	-1.314116	0.6787868
29890	0.4009877	-0.926683	0.1197884	0.2413044	0.1790188	-0.5481609	-0.5549108	-0.4578171	0.2775198
9868	-0.2913569	-0.7858621	-0.5931603	-0.03992495	0.191363	-1.780905	0.07816572	-0.02601408	-0.004109435
873	1.147021	0.3306845	-0.5855461	0.7864604	-0.7400802	-0.2657501	0.3901726	0.774379	-1.061628
